Date,Low,Open,Volume,High,Close,Adjusted Close
12-12-1980,0.5133928656578064,0.5133928656578064,117258400.0,0.515625,0.5133928656578064,0.4089711308479309
15-12-1980,0.4866071343421936,0.4888392984867096,43971200.0,0.4888392984867096,0.4866071343421936,0.38763344287872314
16-12-1980,0.4508928656578064,0.453125,26432000.0,0.453125,0.4508928656578064,0.35918334126472473
17-12-1980,0.4620535671710968,0.4620535671710968,21610400.0,0.4642857015132904,0.4620535671710968,0.368073970079422
18-12-1980,0.4754464328289032,0.4754464328289032,18362400.0,0.4776785671710968,0.4754464328289032,0.37874287366867065
19-12-1980,0.5044642686843872,0.5044642686843872,12157600.0,0.5066964030265808,0.5044642686843872,0.4018586277961731
22-12-1980,0.5290178656578064,0.5290178656578064,9340800.0,0.53125,0.5290178656578064,0.42141813039779663
23-12-1980,0.5513392686843872,0.5513392686843872,11737600.0,0.5535714030265808,0.5513392686843872,0.43919941782951355
24-12-1980,0.5803571343421936,0.5803571343421936,12000800.0,0.5825892686843872,0.5803571343421936,0.46231523156166077
26-12-1980,0.6339285969734192,0.6339285969734192,13893600.0,0.6361607313156128,0.6339285969734192,0.5049906373023987
29-12-1980,0.6428571343421936,0.6428571343421936,23290400.0,0.6450892686843872,0.6428571343421936,0.5121030211448669
30-12-1980,0.6272321343421936,0.6294642686843872,17220000.0,0.6294642686843872,0.6272321343421936,0.4996562600135803
31-12-1980,0.609375,0.6116071343421936,8937600.0,0.6116071343421936,0.609375,0.4854308068752289
02-01-1981,0.6160714030265808,0.6160714030265808,5415200.0,0.6205357313156128,0.6160714030265808,0.49076515436172485
05-01-1981,0.6026785969734192,0.6049107313156128,8932000.0,0.6049107313156128,0.6026785969734192,0.48009660840034485
06-01-1981,0.5758928656578064,0.578125,11289600.0,0.578125,0.5758928656578064,0.45875880122184753
07-01-1981,0.5513392686843872,0.5535714030265808,13921600.0,0.5535714030265808,0.5513392686843872,0.43919941782951355
08-01-1981,0.5401785969734192,0.5424107313156128,9956800.0,0.5424107313156128,0.5401785969734192,0.43030861020088196
09-01-1981,0.5691964030265808,0.5691964030265808,5376000.0,0.5714285969734192,0.5691964030265808,0.45342451333999634
12-01-1981,0.5647321343421936,0.5691964030265808,5924800.0,0.5691964030265808,0.5647321343421936,0.449868381023407
13-01-1981,0.5446428656578064,0.546875,5762400.0,0.546875,0.5446428656578064,0.4338650107383728
14-01-1981,0.546875,0.546875,3572800.0,0.5491071343421936,0.546875,0.43564319610595703
15-01-1981,0.5580357313156128,0.5580357313156128,3516800.0,0.5625,0.5580357313156128,0.44453364610671997
16-01-1981,0.5535714030265808,0.5558035969734192,3348800.0,0.5558035969734192,0.5535714030265808,0.44097739458084106
19-01-1981,0.5870535969734192,0.5870535969734192,10393600.0,0.5892857313156128,0.5870535969734192,0.46764951944351196
20-01-1981,0.5691964030265808,0.5714285969734192,7520800.0,0.5714285969734192,0.5691964030265808,0.45342451333999634
21-01-1981,0.5803571343421936,0.5803571343421936,3976000.0,0.5848214030265808,0.5803571343421936,0.46231523156166077
22-01-1981,0.5870535969734192,0.5870535969734192,8887200.0,0.5915178656578064,0.5870535969734192,0.46764951944351196
